"帳票名","仕訳日記帳"
"書式名","汎用形式"
"事業所名","㈱コムテックエンタープライズ"
"処理日時","2026/09/09","14:05:26"
"検索条件",""
"集計期間","2025/07/01","2026/06/30","決算仕訳を含む"
"当日仕訳","NO"
"[表題行]","日付","伝票No.","決算","調整","付箋1","付箋2","タイプ","生成元","借方勘定科目","借方補助科目","借方部門","借方税区分","借方税計算区分","借方金額","借方税額","貸方勘定科目","貸方補助科目","貸方部門","貸方税区分","貸方税計算区分","貸方金額","貸方税額","摘要","請求書区分","仕入税額控除","期日","番号","仕訳メモ","作業日付","仕訳番号"
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1900,,"旅費交通費","","","課対仕入10%","",1900,,"ｱｲﾎﾟｽﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/15",27402
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1900,,"旅費交通費","","","課対仕入10%","",1900,,"ｱｲﾎﾟｽﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/15",27403
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",430,,"福利厚生費","","","課対仕入10%","",430,,"楽天ＳＰ　ローソンアプリ","","","",,"","2026/08/15",27404
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",300,,"消耗品費","","","課対仕入10%","",300,,"楽天ＳＰ　名古屋市役所財政局アプリ","","","",,"","2026/08/15",27405
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",2500,,"旅費交通費","","","課対仕入10%","",2500,,"ﾒｲﾃﾂｷﾖｳｼﾖｳﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/15",27406
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",890,,"消耗品費","","","課対仕入10%","",890,,"楽天ＳＰ　楽天ペイ加盟店","","","",,"","2026/08/15",27407
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",430,,"福利厚生費","","","課対仕入10%","",430,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27408
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",239,,"福利厚生費","","","課対仕入10%","",239,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27409
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",203,,"消耗品費","","","課対仕入10%","",203,,"ﾄﾂﾌﾟﾜﾝﾏﾂﾊﾞｺｳｴﾝﾃﾝ","","","",,"","2026/08/15",27410
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",430,,"福利厚生費","","","課対仕入10%","",430,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27411
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",660,,"福利厚生費","","","課対仕入10%","",660,,"楽天ＳＰ　吉野家　アプリ","","","",,"","2026/08/15",27482
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",430,,"福利厚生費","","","課対仕入10%","",430,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27483
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1900,,"旅費交通費","","","課対仕入10%","",1900,,"ｱｲﾎﾟｽﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/15",27414
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1966,,"福利厚生費","","","課対仕入10%","",1966,,"ヤクルト届けてネット（名古屋）","","","",,"","2026/08/15",27484
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",850,,"福利厚生費","","","課対仕入10%","",850,,"楽天ＳＰ　サガミレストランツアプリ","","","",,"","2026/08/15",27416
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",603,,"消耗品費","","","課対仕入10%","",603,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27417
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",125,,"福利厚生費","","","課対仕入10%","",125,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27418
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",909,,"福利厚生費","","","課対仕入10%","",909,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27419
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",15725,,"通信費","","","課対仕入10%","",15725,,"ｿﾌﾄﾊﾞﾝｸM(05ｶﾞﾂ)","","","",,"","2026/08/15",27420
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",890,,"通信費","","","課対仕入10%","",890,,"ﾈｯﾄﾌﾘｯｸｽ","","","",,"","2026/08/15",27421
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1741,,"消耗品費","","","課対仕入10%","",1741,,"ﾄﾂﾌﾟﾜﾝﾏﾂﾊﾞｺｳｴﾝﾃﾝ","","","",,"","2026/08/15",27485
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1937,,"消耗品費","","","課対仕入10%","",1937,,"ﾄﾂﾌﾟﾜﾝﾏﾂﾊﾞｺｳｴﾝﾃﾝ","","","",,"","2026/08/15",27423
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",643,,"福利厚生費","","","課対仕入10%","",643,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27424
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",429,,"福利厚生費","","","課対仕入10%","",429,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27425
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1966,,"福利厚生費","","","課対仕入10%","",1966,,"ヤクルト届けてネット（名古屋）","","","",,"","2026/08/15",27426
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",11720,,"貸付金","","","対象外","",11720,,"ﾅｺﾞﾔｴｷｻｲｶｲﾋﾞﾖｳｲﾝ","","","",,"","2026/08/15",27427
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",890,,"消耗品費","","","課対仕入10%","",890,,"楽天ＳＰ　楽天ペイ加盟店","","","",,"","2026/08/15",27428
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1900,,"旅費交通費","","","課対仕入10%","",1900,,"ｱｲﾎﾟｽﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/15",27429
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",230,,"貸付金","","","対象外","",230,,"ﾅｺﾞﾔｴｷｻｲｶｲﾋﾞﾖｳｲﾝ","","","",,"","2026/08/15",27430
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",430,,"福利厚生費","","","課対仕入10%","",430,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27431
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",416,,"福利厚生費","","","課対仕入10%","",416,,"楽天ＳＰ　楽天ペイアプリセブン－イレブン","","","",,"","2026/08/15",27432
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",780,,"福利厚生費","","","課対仕入10%","",780,,"楽天ＳＰ　サガミレストランツアプリ","","","",,"","2026/08/15",27433
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",330,,"消耗品費","","","課対仕入10%","",330,,"楽天ＳＰ　ダイソーアプリ","","","",,"","2026/08/15",27434
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",290,,"消耗品費","","","課対仕入10%","",290,,"GOOGLE GOOGLE ONE","","","",,"","2026/08/15",27435
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",430,,"福利厚生費","","","課対仕入10%","",430,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27436
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",290,,"消耗品費","","","課対仕入10%","",290,,"GOOGLE GOOGLE ONE","","","",,"","2026/08/15",27437
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",260,,"福利厚生費","","","課対仕入10%","",260,,"楽天ＳＰ　スガキコシステムズアプリ","","","",,"","2026/08/15",27438
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",413,,"消耗品費","","","課対仕入10%","",413,,"楽天ＳＰ　ヨシヅヤストアーアプリ","","","",,"","2026/08/15",27439
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",103600,,"旅費交通費","","","課対仕入10%","",103600,,"ﾌｼﾞﾄﾞﾘ-ﾑｴｱﾗｲﾝｽﾞ","","","",,"","2026/08/15",27440
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",429,,"福利厚生費","","","課対仕入10%","",429,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27441
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",3730,,"消耗品費","","","課対仕入10%","",3730,,"楽天ＳＰ　楽天ペイ加盟店アプリ","","","",,"","2026/08/15",27442
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",130,,"消耗品費","","","課対仕入10%","",130,,"楽天ＳＰ　スガキコシステムズアプリ","","","",,"","2026/08/15",27443
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1560,,"消耗品費","","","課対仕入10%","",1560,,"ワークマン","","","",,"","2026/08/15",27444
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1966,,"福利厚生費","","","課対仕入10%","",1966,,"ヤクルト届けてネット（名古屋）","","","",,"","2026/08/15",27445
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1055,,"消耗品費","","","課対仕入10%","",1055,,"AMAZON.CO.JP","","","",,"","2026/08/15",27446
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",8980,,"消耗品費","","","課対仕入10%","",8980,,"AMAZON.CO.JP","","","",,"","2026/08/15",27447
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1900,,"旅費交通費","","","課対仕入10%","",1900,,"ｱｲﾎﾟｽﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/15",27448
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",479,,"福利厚生費","","","課対仕入10%","",479,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27449
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",699,,"消耗品費","","","課対仕入10%","",699,,"AMAZON.CO.JP","","","",,"","2026/08/15",27450
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1600,,"旅費交通費","","","課対仕入10%","",1600,,"ﾒｲﾃﾂｷﾖｳｼﾖｳﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/15",27451
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",10340,,"貸付金","","","対象外","",10340,,"ﾅｺﾞﾔｴｷｻｲｶｲﾋﾞﾖｳｲﾝ","","","",,"","2026/08/15",27452
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",430,,"福利厚生費","","","課対仕入10%","",430,,"楽天ＳＰ　ローソンアプリ","","","",,"","2026/08/15",27453
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",44104,,"消耗品費","","","課対仕入10%","",44104,,"ｸﾗｽﾒｿﾂﾄﾞ(ｶ","","","",,"","2026/08/15",27454
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",6149,,"消耗品費","","","課対仕入10%","",6149,,"ﾏﾂｸｽﾊﾞﾘﾕｼﾉﾊﾗﾊﾞｼﾋｶ","","","",,"","2026/08/15",27455
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",429,,"消耗品費","","","課対仕入10%","",429,,"楽天ＳＰ　ローソンアプリ","","","",,"","2026/08/15",27456
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",1900,,"旅費交通費","","","課対仕入10%","",1900,,"ｱｲﾎﾟｽﾊﾟ-ｷﾝｸﾞ","","","",,"","2026/08/15",27457
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",430,,"福利厚生費","","","課対仕入10%","",430,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27486
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",850,,"福利厚生費","","","課対仕入10%","",850,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27487
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",278,,"福利厚生費","","","課対仕入10%","",278,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27460
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",198,,"福利厚生費","","","課対仕入10%","",198,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27461
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",3950,,"消耗品費","","","課対仕入10%","",3950,,"楽天ＳＰ　エディオン　アプリ","","","",,"","2026/08/15",27462
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",3485,,"通信費","","","課対仕入10%","",3485,,"ＵＱ　ｍｏｂｉｌｅご利用料金","","","",,"","2026/08/15",27463
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",2605,,"通信費","","","課対仕入10%","",2605,,"ａｕ　ご利用代金　５月ご利用分","","","",,"","2026/08/15",27464
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",8147,,"通信費","","","課対仕入10%","",8147,,"ＵＱ　ｍｏｂｉｌｅご利用料金","","","",,"","2026/08/15",27465
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",430,,"福利厚生費","","","課対仕入10%","",430,,"楽天ＳＰ　ローソンアプリ","","","",,"","2026/08/15",27466
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",430,,"福利厚生費","","","課対仕入10%","",430,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27467
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",3476,,"交際費","","","課対仕入10%","",3476,,"楽天ＳＰ　デニーズアプリ","","","",,"","2026/08/15",27468
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",430,,"福利厚生費","","","課対仕入10%","",430,,"楽天ＳＰ　ローソンアプリ","","","",,"","2026/08/15",27469
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",731,,"福利厚生費","","","課対仕入10%","",731,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/08/15",27470
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",7482,,"消耗品費","","","課対仕入10%","",7482,,"ＥＮＥＯＳ－ＳＳ","","","",,"","2026/08/15",27471
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",390,,"旅費交通費","","","課対仕入10%","",390,,"ＥＴＣカード売上","","","",,"","2026/08/15",27472
"[明細行]","2026/06/30",,"本決","NO","","","","[CSV]","楽天カード","","","対象外","",840,,"旅費交通費","","","課対仕入10%","",840,,"ＥＴＣカード売上","","","",,"","2026/08/15",27473
